appeal,datehour,gifts
Beirut,2020-08-09 20:00:00,179.0
Beirut,2020-08-09 21:00:00,178.0
Beirut,2020-08-09 22:00:00,204.0
Beirut,2020-08-09 23:00:00,68.0
Beirut,2020-08-10 00:00:00,40.0
Beirut,2020-08-10 01:00:00,21.0
Beirut,2020-08-10 02:00:00,17.0
Beirut,2020-08-10 03:00:00,8.0
Beirut,2020-08-10 04:00:00,9.0
Beirut,2020-08-10 05:00:00,16.0
Beirut,2020-08-10 06:00:00,50.0
Beirut,2020-08-10 07:00:00,181.0
Beirut,2020-08-10 08:00:00,268.0
Beirut,2020-08-10 09:00:00,206.0
Beirut,2020-08-10 10:00:00,202.0
Beirut,2020-08-10 11:00:00,203.0
Beirut,2020-08-10 12:00:00,133.0
Beirut,2020-08-10 13:00:00,108.0
Beirut,2020-08-10 14:00:00,115.0
Beirut,2020-08-10 15:00:00,156.0
Beirut,2020-08-10 16:00:00,141.0
Beirut,2020-08-10 17:00:00,141.0
Beirut,2020-08-10 18:00:00,156.0
Beirut,2020-08-10 19:00:00,124.0
Beirut,2020-08-10 20:00:00,134.0
Beirut,2020-08-10 21:00:00,132.0
Beirut,2020-08-10 22:00:00,131.0
Beirut,2020-08-10 23:00:00,80.0
Beirut,2020-08-11 00:00:00,21.0
Beirut,2020-08-11 01:00:00,12.0
Beirut,2020-08-11 02:00:00,6.0
Beirut,2020-08-11 03:00:00,10.0
Beirut,2020-08-11 04:00:00,6.0
Beirut,2020-08-11 05:00:00,12.0
Beirut,2020-08-11 06:00:00,48.0
Beirut,2020-08-11 07:00:00,85.0
Beirut,2020-08-11 08:00:00,157.0
Beirut,2020-08-11 09:00:00,149.0
Beirut,2020-08-11 10:00:00,138.0
Beirut,2020-08-11 11:00:00,136.0
Beirut,2020-08-11 12:00:00,106.0
Beirut,2020-08-11 13:00:00,93.0
Beirut,2020-08-11 14:00:00,88.0
Beirut,2020-08-11 15:00:00,80.0
Beirut,2020-08-11 16:00:00,100.0
Beirut,2020-08-11 17:00:00,100.0
Beirut,2020-08-11 18:00:00,104.0
Beirut,2020-08-11 19:00:00,93.0
Beirut,2020-08-11 20:00:00,115.0
Beirut,2020-08-11 21:00:00,110.0
Beirut,2020-08-11 22:00:00,128.0
Beirut,2020-08-11 23:00:00,50.0
Beirut,2020-08-12 00:00:00,16.0
Beirut,2020-08-12 01:00:00,9.0
Beirut,2020-08-12 02:00:00,6.0
Beirut,2020-08-12 03:00:00,1.0
Beirut,2020-08-12 04:00:00,6.0
Beirut,2020-08-12 05:00:00,3.0
Beirut,2020-08-12 06:00:00,15.0
Beirut,2020-08-12 07:00:00,46.0
Beirut,2020-08-12 08:00:00,87.0
Beirut,2020-08-12 09:00:00,80.0
Beirut,2020-08-12 10:00:00,114.0
Beirut,2020-08-12 11:00:00,100.0
Beirut,2020-08-12 12:00:00,86.0
Beirut,2020-08-12 13:00:00,76.0
Beirut,2020-08-12 14:00:00,72.0
Beirut,2020-08-12 15:00:00,62.0
Beirut,2020-08-12 16:00:00,75.0
Beirut,2020-08-12 17:00:00,106.0
Beirut,2020-08-12 18:00:00,72.0
Beirut,2020-08-12 19:00:00,72.0
Beirut,2020-08-12 20:00:00,60.0
Beirut,2020-08-12 21:00:00,74.0
Beirut,2020-08-12 22:00:00,110.0
Beirut,2020-08-12 23:00:00,60.0
Beirut,2020-08-13 00:00:00,11.0
Beirut,2020-08-13 01:00:00,15.0
Beirut,2020-08-13 02:00:00,3.0
Beirut,2020-08-13 03:00:00,3.0
Beirut,2020-08-13 04:00:00,3.0
Beirut,2020-08-13 05:00:00,8.0
Beirut,2020-08-13 06:00:00,19.0
Beirut,2020-08-13 07:00:00,40.0
Beirut,2020-08-13 08:00:00,64.0
Beirut,2020-08-13 09:00:00,82.0
Beirut,2020-08-13 10:00:00,92.0
Beirut,2020-08-13 11:00:00,56.0
Beirut,2020-08-13 12:00:00,63.0
Beirut,2020-08-13 13:00:00,40.0
Beirut,2020-08-13 14:00:00,55.0
Beirut,2020-08-13 15:00:00,47.0
Beirut,2020-08-13 16:00:00,53.0
Beirut,2020-08-13 17:00:00,43.0
Beirut,2020-08-13 18:00:00,39.0
Beirut,2020-08-13 19:00:00,44.0
Beirut,2020-08-13 20:00:00,55.0
Beirut,2020-08-13 21:00:00,53.0
Beirut,2020-08-13 22:00:00,55.0
Beirut,2020-08-13 23:00:00,17.0
Beirut,2020-08-14 00:00:00,12.0
Beirut,2020-08-14 01:00:00,6.0
Beirut,2020-08-14 02:00:00,4.0
Beirut,2020-08-14 03:00:00,1.0
Beirut,2020-08-14 05:00:00,1.0
Beirut,2020-08-14 06:00:00,8.0
Beirut,2020-08-14 07:00:00,26.0
Beirut,2020-08-14 08:00:00,45.0
Beirut,2020-08-14 09:00:00,32.0
Beirut,2020-08-14 10:00:00,43.0
Beirut,2020-08-14 11:00:00,48.0
Beirut,2020-08-14 12:00:00,32.0
Beirut,2020-08-14 13:00:00,37.0
Beirut,2020-08-14 14:00:00,40.0
Beirut,2020-08-14 15:00:00,38.0
Beirut,2020-08-14 16:00:00,30.0
Beirut,2020-08-14 17:00:00,36.0
Beirut,2020-08-14 18:00:00,37.0
Beirut,2020-08-14 19:00:00,28.0
Beirut,2020-08-14 20:00:00,29.0
Beirut,2020-08-14 21:00:00,17.0
Beirut,2020-08-14 22:00:00,22.0
Beirut,2020-08-14 23:00:00,13.0
Beirut,2020-08-15 00:00:00,9.0
Beirut,2020-08-15 01:00:00,2.0
Beirut,2020-08-15 02:00:00,1.0
Beirut,2020-08-15 03:00:00,1.0
Beirut,2020-08-15 04:00:00,1.0
Beirut,2020-08-15 05:00:00,4.0
Beirut,2020-08-15 06:00:00,3.0
Beirut,2020-08-15 07:00:00,3.0
Beirut,2020-08-15 08:00:00,24.0
Beirut,2020-08-15 09:00:00,28.0
Beirut,2020-08-15 10:00:00,35.0
Beirut,2020-08-15 11:00:00,29.0
Beirut,2020-08-15 12:00:00,35.0
Beirut,2020-08-15 13:00:00,29.0
Beirut,2020-08-15 14:00:00,19.0
Beirut,2020-08-15 15:00:00,21.0
Beirut,2020-08-15 16:00:00,16.0
Beirut,2020-08-15 17:00:00,17.0
Beirut,2020-08-15 18:00:00,21.0
Beirut,2020-08-15 19:00:00,17.0
Beirut,2020-08-15 20:00:00,20.0
Beirut,2020-08-15 21:00:00,19.0
Beirut,2020-08-15 22:00:00,17.0
Beirut,2020-08-15 23:00:00,11.0
Beirut,2020-08-16 01:00:00,1.0
Beirut,2020-08-16 02:00:00,2.0
Beirut,2020-08-16 03:00:00,2.0
Beirut,2020-08-16 05:00:00,1.0
Beirut,2020-08-16 06:00:00,2.0
Beirut,2020-08-16 07:00:00,8.0
Beirut,2020-08-16 08:00:00,12.0
Beirut,2020-08-16 09:00:00,13.0
Beirut,2020-08-16 10:00:00,18.0
Beirut,2020-08-16 11:00:00,31.0
Beirut,2020-08-16 12:00:00,26.0
Beirut,2020-08-16 13:00:00,27.0
Beirut,2020-08-16 14:00:00,26.0
Beirut,2020-08-16 15:00:00,20.0
Beirut,2020-08-16 16:00:00,24.0
Beirut,2020-08-16 17:00:00,19.0
Beirut,2020-08-16 18:00:00,21.0
Beirut,2020-08-16 19:00:00,20.0
Beirut,2020-08-16 20:00:00,22.0
Beirut,2020-08-16 21:00:00,20.0
Beirut,2020-08-16 22:00:00,18.0
Beirut,2020-08-16 23:00:00,9.0
Beirut,2020-08-17 00:00:00,4.0
Beirut,2020-08-17 01:00:00,3.0
Beirut,2020-08-17 02:00:00,3.0
Beirut,2020-08-17 03:00:00,1.0
Beirut,2020-08-17 04:00:00,1.0
Beirut,2020-08-17 06:00:00,3.0
Beirut,2020-08-17 07:00:00,8.0
Beirut,2020-08-17 08:00:00,19.0
Beirut,2020-08-17 09:00:00,30.0
Beirut,2020-08-17 10:00:00,50.0
Beirut,2020-08-17 11:00:00,35.0
Beirut,2020-08-17 12:00:00,40.0
Beirut,2020-08-17 13:00:00,58.0
Beirut,2020-08-17 14:00:00,27.0
Beirut,2020-08-17 15:00:00,25.0
Beirut,2020-08-17 16:00:00,24.0
Beirut,2020-08-17 17:00:00,30.0
Beirut,2020-08-17 18:00:00,30.0
Beirut,2020-08-17 19:00:00,40.0
Beirut,2020-08-17 20:00:00,29.0
Beirut,2020-08-17 21:00:00,25.0
Beirut,2020-08-17 22:00:00,22.0
Beirut,2020-08-17 23:00:00,11.0
Beirut,2020-08-18 00:00:00,1.0
Beirut,2020-08-18 01:00:00,2.0
Beirut,2020-08-18 02:00:00,1.0
Beirut,2020-08-18 03:00:00,1.0
Beirut,2020-08-18 04:00:00,1.0
Beirut,2020-08-18 05:00:00,1.0
Beirut,2020-08-18 06:00:00,1.0
Beirut,2020-08-18 07:00:00,10.0
Beirut,2020-08-18 08:00:00,12.0
Beirut,2020-08-18 09:00:00,22.0
Beirut,2020-08-18 10:00:00,41.0
Beirut,2020-08-18 11:00:00,26.0
Beirut,2020-08-18 12:00:00,20.0
Beirut,2020-08-18 13:00:00,26.0
Beirut,2020-08-18 14:00:00,16.0
Beirut,2020-08-18 15:00:00,21.0
Beirut,2020-08-18 16:00:00,30.0
Beirut,2020-08-18 17:00:00,29.0
Beirut,2020-08-18 18:00:00,15.0
Beirut,2020-08-18 19:00:00,19.0
Beirut,2020-08-18 20:00:00,32.0
Beirut,2020-08-18 21:00:00,15.0
Beirut,2020-08-18 22:00:00,11.0
Beirut,2020-08-18 23:00:00,6.0
Beirut,2020-08-19 02:00:00,3.0
Beirut,2020-08-19 03:00:00,2.0
Beirut,2020-08-19 05:00:00,1.0
Beirut,2020-08-19 07:00:00,3.0
Beirut,2020-08-19 08:00:00,9.0
Beirut,2020-08-19 09:00:00,26.0
Beirut,2020-08-19 10:00:00,27.0
Beirut,2020-08-19 11:00:00,32.0
Beirut,2020-08-19 12:00:00,22.0
Beirut,2020-08-19 13:00:00,11.0
Beirut,2020-08-19 14:00:00,28.0
Beirut,2020-08-19 15:00:00,26.0
Beirut,2020-08-19 16:00:00,21.0
Beirut,2020-08-19 17:00:00,26.0
Beirut,2020-08-19 18:00:00,18.0
Beirut,2020-08-19 19:00:00,16.0
Beirut,2020-08-19 20:00:00,13.0
Beirut,2020-08-19 21:00:00,15.0
Beirut,2020-08-19 22:00:00,18.0
Beirut,2020-08-19 23:00:00,8.0
Beirut,2020-08-20 00:00:00,1.0
Beirut,2020-08-20 01:00:00,1.0
Beirut,2020-08-20 02:00:00,1.0
Beirut,2020-08-20 03:00:00,1.0
Beirut,2020-08-20 04:00:00,1.0
Beirut,2020-08-20 07:00:00,9.0
Beirut,2020-08-20 08:00:00,9.0
Beirut,2020-08-20 09:00:00,10.0
Beirut,2020-08-20 10:00:00,13.0
Beirut,2020-08-20 11:00:00,16.0
Beirut,2020-08-20 12:00:00,9.0
Beirut,2020-08-20 13:00:00,9.0
Beirut,2020-08-20 14:00:00,11.0
Beirut,2020-08-20 15:00:00,15.0
Beirut,2020-08-20 16:00:00,17.0
Beirut,2020-08-20 17:00:00,21.0
Beirut,2020-08-20 18:00:00,19.0
Beirut,2020-08-20 19:00:00,16.0
Beirut,2020-08-20 20:00:00,15.0
Beirut,2020-08-20 21:00:00,9.0
Beirut,2020-08-20 22:00:00,15.0
Beirut,2020-08-20 23:00:00,6.0
Beirut,2020-08-21 00:00:00,3.0
Beirut,2020-08-21 01:00:00,1.0
Beirut,2020-08-21 03:00:00,1.0
Beirut,2020-08-21 04:00:00,1.0
Beirut,2020-08-21 05:00:00,2.0
Beirut,2020-08-21 06:00:00,2.0
Beirut,2020-08-21 07:00:00,7.0
Beirut,2020-08-21 08:00:00,20.0
Beirut,2020-08-21 09:00:00,32.0
Beirut,2020-08-21 10:00:00,48.0
Beirut,2020-08-21 11:00:00,45.0
Beirut,2020-08-21 12:00:00,39.0
Beirut,2020-08-21 13:00:00,39.0
Beirut,2020-08-21 14:00:00,57.0
Beirut,2020-08-21 15:00:00,40.0
Beirut,2020-08-21 16:00:00,27.0
Beirut,2020-08-21 17:00:00,41.0
Beirut,2020-08-21 18:00:00,20.0
Beirut,2020-08-21 19:00:00,24.0
Beirut,2020-08-21 20:00:00,17.0
Beirut,2020-08-21 21:00:00,13.0
Beirut,2020-08-21 22:00:00,12.0
Beirut,2020-08-21 23:00:00,12.0
Beirut,2020-08-22 00:00:00,4.0
Beirut,2020-08-22 01:00:00,7.0
Beirut,2020-08-22 03:00:00,1.0
Beirut,2020-08-22 06:00:00,3.0
Beirut,2020-08-22 07:00:00,16.0
Beirut,2020-08-22 08:00:00,11.0
Beirut,2020-08-22 09:00:00,21.0
Beirut,2020-08-22 10:00:00,29.0
Beirut,2020-08-22 11:00:00,57.0
Beirut,2020-08-22 12:00:00,38.0
Beirut,2020-08-22 13:00:00,41.0
Beirut,2020-08-22 14:00:00,27.0
Beirut,2020-08-22 15:00:00,36.0
Beirut,2020-08-22 16:00:00,34.0
Beirut,2020-08-22 17:00:00,57.0
Beirut,2020-08-22 18:00:00,35.0
Beirut,2020-08-22 19:00:00,24.0
Beirut,2020-08-22 20:00:00,19.0
Beirut,2020-08-22 21:00:00,24.0
Beirut,2020-08-22 22:00:00,15.0
Beirut,2020-08-22 23:00:00,6.0
Beirut,2020-08-23 00:00:00,3.0
Beirut,2020-08-23 01:00:00,2.0
Beirut,2020-08-23 02:00:00,1.0
Beirut,2020-08-23 03:00:00,1.0
Beirut,2020-08-23 07:00:00,3.0
Beirut,2020-08-23 08:00:00,12.0
Beirut,2020-08-23 09:00:00,25.0
Beirut,2020-08-23 10:00:00,35.0
Beirut,2020-08-23 11:00:00,35.0
Beirut,2020-08-23 12:00:00,30.0
Beirut,2020-08-23 13:00:00,19.0
Beirut,2020-08-23 14:00:00,25.0
Beirut,2020-08-23 15:00:00,35.0
Beirut,2020-08-23 16:00:00,31.0
Beirut,2020-08-23 17:00:00,36.0
Beirut,2020-08-23 18:00:00,18.0
Beirut,2020-08-23 19:00:00,22.0
Beirut,2020-08-23 20:00:00,15.0
Beirut,2020-08-23 21:00:00,18.0
Beirut,2020-08-23 22:00:00,11.0
Beirut,2020-08-23 23:00:00,8.0
Beirut,2020-08-24 00:00:00,6.0
Beirut,2020-08-24 01:00:00,2.0
Beirut,2020-08-24 02:00:00,2.0
Beirut,2020-08-24 03:00:00,1.0
Beirut,2020-08-24 06:00:00,2.0
Beirut,2020-08-24 07:00:00,7.0
Beirut,2020-08-24 08:00:00,11.0
Beirut,2020-08-24 09:00:00,11.0
Beirut,2020-08-24 10:00:00,18.0
Beirut,2020-08-24 11:00:00,24.0
Beirut,2020-08-24 12:00:00,24.0
Beirut,2020-08-24 13:00:00,15.0
Beirut,2020-08-24 14:00:00,11.0
Beirut,2020-08-24 15:00:00,16.0
Beirut,2020-08-24 16:00:00,21.0
Beirut,2020-08-24 17:00:00,8.0
Beirut,2020-08-24 18:00:00,11.0
Beirut,2020-08-24 19:00:00,21.0
Beirut,2020-08-24 20:00:00,13.0
Beirut,2020-08-24 21:00:00,17.0
Beirut,2020-08-24 22:00:00,11.0
Beirut,2020-08-24 23:00:00,10.0
Beirut,2020-08-25 00:00:00,2.0
Beirut,2020-08-25 01:00:00,3.0
Beirut,2020-08-25 02:00:00,1.0
Beirut,2020-08-25 06:00:00,1.0
Beirut,2020-08-25 07:00:00,8.0
Beirut,2020-08-25 08:00:00,8.0
Beirut,2020-08-25 09:00:00,20.0
Beirut,2020-08-25 10:00:00,28.0
Beirut,2020-08-25 11:00:00,22.0
Beirut,2020-08-25 12:00:00,26.0
Beirut,2020-08-25 13:00:00,9.0
Beirut,2020-08-25 14:00:00,24.0
Beirut,2020-08-25 15:00:00,34.0
Beirut,2020-08-25 16:00:00,40.0
Beirut,2020-08-25 17:00:00,34.0
Beirut,2020-08-25 18:00:00,24.0
Beirut,2020-08-25 19:00:00,19.0
Beirut,2020-08-25 20:00:00,20.0
Beirut,2020-08-25 21:00:00,16.0
Beirut,2020-08-25 22:00:00,8.0
Beirut,2020-08-25 23:00:00,8.0
Global Coronavirus,2021-04-27 00:00:00,2.0
Global Coronavirus,2021-04-27 01:00:00,1.0
Global Coronavirus,2021-04-27 02:00:00,2.0
Global Coronavirus,2021-04-27 04:00:00,4.0
Global Coronavirus,2021-04-27 06:00:00,4.0
Global Coronavirus,2021-04-27 07:00:00,20.0
Global Coronavirus,2021-04-27 08:00:00,35.0
Global Coronavirus,2021-04-27 09:00:00,24.0
Global Coronavirus,2021-04-27 10:00:00,13.0
Global Coronavirus,2021-04-27 11:00:00,41.0
Global Coronavirus,2021-04-27 12:00:00,24.0
Global Coronavirus,2021-04-27 13:00:00,27.0
Global Coronavirus,2021-04-27 14:00:00,351.0
Global Coronavirus,2021-04-27 15:00:00,269.0
Global Coronavirus,2021-04-27 16:00:00,196.0
Global Coronavirus,2021-04-27 17:00:00,174.0
Global Coronavirus,2021-04-27 18:00:00,164.0
Global Coronavirus,2021-04-27 19:00:00,136.0
Global Coronavirus,2021-04-27 20:00:00,92.0
Global Coronavirus,2021-04-27 21:00:00,85.0
Global Coronavirus,2021-04-27 22:00:00,113.0
Global Coronavirus,2021-04-27 23:00:00,67.0
Global Coronavirus,2021-04-28 00:00:00,16.0
Global Coronavirus,2021-04-28 01:00:00,8.0
Global Coronavirus,2021-04-28 02:00:00,4.0
Global Coronavirus,2021-04-28 03:00:00,4.0
Global Coronavirus,2021-04-28 04:00:00,8.0
Global Coronavirus,2021-04-28 05:00:00,3.0
Global Coronavirus,2021-04-28 06:00:00,33.0
Global Coronavirus,2021-04-28 07:00:00,113.0
Global Coronavirus,2021-04-28 08:00:00,154.0
Global Coronavirus,2021-04-28 09:00:00,157.0
Global Coronavirus,2021-04-28 10:00:00,128.0
Global Coronavirus,2021-04-28 11:00:00,132.0
Global Coronavirus,2021-04-28 12:00:00,95.0
Global Coronavirus,2021-04-28 13:00:00,177.0
Global Coronavirus,2021-04-28 14:00:00,154.0
Global Coronavirus,2021-04-28 15:00:00,158.0
Global Coronavirus,2021-04-28 16:00:00,167.0
Global Coronavirus,2021-04-28 17:00:00,583.0
Global Coronavirus,2021-04-28 18:00:00,397.0
Global Coronavirus,2021-04-28 19:00:00,359.0
Global Coronavirus,2021-04-28 20:00:00,310.0
Global Coronavirus,2021-04-28 21:00:00,256.0
Global Coronavirus,2021-04-28 22:00:00,248.0
Global Coronavirus,2021-04-28 23:00:00,79.0
Global Coronavirus,2021-04-29 00:00:00,83.0
Global Coronavirus,2021-04-29 01:00:00,27.0
Global Coronavirus,2021-04-29 02:00:00,12.0
Global Coronavirus,2021-04-29 03:00:00,14.0
Global Coronavirus,2021-04-29 04:00:00,14.0
Global Coronavirus,2021-04-29 05:00:00,22.0
Global Coronavirus,2021-04-29 06:00:00,84.0
Global Coronavirus,2021-04-29 07:00:00,124.0
Global Coronavirus,2021-04-29 08:00:00,165.0
Global Coronavirus,2021-04-29 09:00:00,200.0
Global Coronavirus,2021-04-29 10:00:00,246.0
Global Coronavirus,2021-04-29 11:00:00,189.0
Global Coronavirus,2021-04-29 12:00:00,182.0
Global Coronavirus,2021-04-29 13:00:00,135.0
Global Coronavirus,2021-04-29 14:00:00,135.0
Global Coronavirus,2021-04-29 15:00:00,137.0
Global Coronavirus,2021-04-29 16:00:00,180.0
Global Coronavirus,2021-04-29 17:00:00,177.0
Global Coronavirus,2021-04-29 18:00:00,183.0
Global Coronavirus,2021-04-29 19:00:00,182.0
Global Coronavirus,2021-04-29 20:00:00,182.0
Global Coronavirus,2021-04-29 21:00:00,165.0
Global Coronavirus,2021-04-29 22:00:00,159.0
Global Coronavirus,2021-04-29 23:00:00,84.0
Global Coronavirus,2021-04-30 00:00:00,27.0
Global Coronavirus,2021-04-30 01:00:00,15.0
Global Coronavirus,2021-04-30 02:00:00,9.0
Global Coronavirus,2021-04-30 03:00:00,7.0
Global Coronavirus,2021-04-30 04:00:00,11.0
Global Coronavirus,2021-04-30 05:00:00,15.0
Global Coronavirus,2021-04-30 06:00:00,84.0
Global Coronavirus,2021-04-30 07:00:00,148.0
Global Coronavirus,2021-04-30 08:00:00,124.0
Global Coronavirus,2021-04-30 09:00:00,174.0
Global Coronavirus,2021-04-30 10:00:00,160.0
Global Coronavirus,2021-04-30 11:00:00,163.0
Global Coronavirus,2021-04-30 12:00:00,142.0
Global Coronavirus,2021-04-30 13:00:00,144.0
Global Coronavirus,2021-04-30 14:00:00,144.0
Global Coronavirus,2021-04-30 15:00:00,219.0
Global Coronavirus,2021-04-30 16:00:00,250.0
Global Coronavirus,2021-04-30 17:00:00,243.0
Global Coronavirus,2021-04-30 18:00:00,248.0
Global Coronavirus,2021-04-30 19:00:00,324.0
Global Coronavirus,2021-04-30 20:00:00,245.0
Global Coronavirus,2021-04-30 21:00:00,254.0
Global Coronavirus,2021-04-30 22:00:00,174.0
Global Coronavirus,2021-04-30 23:00:00,42.0
Global Coronavirus,2021-05-01 00:00:00,127.0
Global Coronavirus,2021-05-01 01:00:00,38.0
Global Coronavirus,2021-05-01 02:00:00,21.0
Global Coronavirus,2021-05-01 03:00:00,9.0
Global Coronavirus,2021-05-01 04:00:00,17.0
Global Coronavirus,2021-05-01 05:00:00,30.0
Global Coronavirus,2021-05-01 06:00:00,69.0
Global Coronavirus,2021-05-01 07:00:00,153.0
Global Coronavirus,2021-05-01 08:00:00,164.0
Global Coronavirus,2021-05-01 09:00:00,197.0
Global Coronavirus,2021-05-01 10:00:00,374.0
Global Coronavirus,2021-05-01 11:00:00,157.0
Global Coronavirus,2021-05-01 12:00:00,170.0
Global Coronavirus,2021-05-01 13:00:00,163.0
Global Coronavirus,2021-05-01 14:00:00,190.0
Global Coronavirus,2021-05-01 15:00:00,180.0
Global Coronavirus,2021-05-01 16:00:00,179.0
Global Coronavirus,2021-05-01 17:00:00,203.0
Global Coronavirus,2021-05-01 18:00:00,229.0
Global Coronavirus,2021-05-01 19:00:00,253.0
Global Coronavirus,2021-05-01 20:00:00,261.0
Global Coronavirus,2021-05-01 21:00:00,238.0
Global Coronavirus,2021-05-01 22:00:00,202.0
Global Coronavirus,2021-05-01 23:00:00,52.0
Global Coronavirus,2021-05-02 00:00:00,157.0
Global Coronavirus,2021-05-02 01:00:00,52.0
Global Coronavirus,2021-05-02 02:00:00,21.0
Global Coronavirus,2021-05-02 03:00:00,24.0
Global Coronavirus,2021-05-02 04:00:00,16.0
Global Coronavirus,2021-05-02 05:00:00,25.0
Global Coronavirus,2021-05-02 06:00:00,88.0
Global Coronavirus,2021-05-02 07:00:00,239.0
Global Coronavirus,2021-05-02 08:00:00,257.0
Global Coronavirus,2021-05-02 09:00:00,281.0
Global Coronavirus,2021-05-02 10:00:00,262.0
Global Coronavirus,2021-05-02 11:00:00,245.0
Global Coronavirus,2021-05-02 12:00:00,214.0
Global Coronavirus,2021-05-02 13:00:00,223.0
Global Coronavirus,2021-05-02 14:00:00,194.0
Global Coronavirus,2021-05-02 15:00:00,190.0
Global Coronavirus,2021-05-02 16:00:00,211.0
Global Coronavirus,2021-05-02 17:00:00,329.0
Global Coronavirus,2021-05-02 18:00:00,354.0
Global Coronavirus,2021-05-02 19:00:00,312.0
Global Coronavirus,2021-05-02 20:00:00,297.0
Global Coronavirus,2021-05-02 21:00:00,287.0
Global Coronavirus,2021-05-02 22:00:00,272.0
Global Coronavirus,2021-05-02 23:00:00,50.0
Global Coronavirus,2021-05-03 00:00:00,64.0
Global Coronavirus,2021-05-03 01:00:00,38.0
Global Coronavirus,2021-05-03 02:00:00,18.0
Global Coronavirus,2021-05-03 03:00:00,7.0
Global Coronavirus,2021-05-03 04:00:00,15.0
Global Coronavirus,2021-05-03 05:00:00,8.0
Global Coronavirus,2021-05-03 06:00:00,48.0
Global Coronavirus,2021-05-03 07:00:00,195.0
Global Coronavirus,2021-05-03 08:00:00,272.0
Global Coronavirus,2021-05-03 09:00:00,233.0
Global Coronavirus,2021-05-03 10:00:00,185.0
Global Coronavirus,2021-05-03 11:00:00,186.0
Global Coronavirus,2021-05-03 12:00:00,182.0
Global Coronavirus,2021-05-03 13:00:00,175.0
Global Coronavirus,2021-05-03 14:00:00,174.0
Global Coronavirus,2021-05-03 15:00:00,202.0
Global Coronavirus,2021-05-03 16:00:00,281.0
Global Coronavirus,2021-05-03 17:00:00,297.0
Global Coronavirus,2021-05-03 18:00:00,306.0
Global Coronavirus,2021-05-03 19:00:00,333.0
Global Coronavirus,2021-05-03 20:00:00,306.0
Global Coronavirus,2021-05-03 21:00:00,296.0
Global Coronavirus,2021-05-03 22:00:00,211.0
Global Coronavirus,2021-05-03 23:00:00,46.0
Global Coronavirus,2021-05-04 00:00:00,64.0
Global Coronavirus,2021-05-04 01:00:00,28.0
Global Coronavirus,2021-05-04 02:00:00,9.0
Global Coronavirus,2021-05-04 03:00:00,14.0
Global Coronavirus,2021-05-04 04:00:00,10.0
Global Coronavirus,2021-05-04 05:00:00,21.0
Global Coronavirus,2021-05-04 06:00:00,77.0
Global Coronavirus,2021-05-04 07:00:00,161.0
Global Coronavirus,2021-05-04 08:00:00,149.0
Global Coronavirus,2021-05-04 09:00:00,138.0
Global Coronavirus,2021-05-04 10:00:00,159.0
Global Coronavirus,2021-05-04 11:00:00,138.0
Global Coronavirus,2021-05-04 12:00:00,125.0
Global Coronavirus,2021-05-04 13:00:00,149.0
Global Coronavirus,2021-05-04 14:00:00,145.0
Global Coronavirus,2021-05-04 15:00:00,159.0
Global Coronavirus,2021-05-04 16:00:00,200.0
Global Coronavirus,2021-05-04 17:00:00,234.0
Global Coronavirus,2021-05-04 18:00:00,332.0
Global Coronavirus,2021-05-04 19:00:00,304.0
Global Coronavirus,2021-05-04 20:00:00,433.0
Global Coronavirus,2021-05-04 21:00:00,456.0
Global Coronavirus,2021-05-04 22:00:00,282.0
Global Coronavirus,2021-05-04 23:00:00,68.0
Global Coronavirus,2021-05-05 00:00:00,33.0
Global Coronavirus,2021-05-05 01:00:00,24.0
Global Coronavirus,2021-05-05 02:00:00,16.0
Global Coronavirus,2021-05-05 03:00:00,9.0
Global Coronavirus,2021-05-05 04:00:00,8.0
Global Coronavirus,2021-05-05 05:00:00,24.0
Global Coronavirus,2021-05-05 06:00:00,122.0
Global Coronavirus,2021-05-05 07:00:00,238.0
Global Coronavirus,2021-05-05 08:00:00,152.0
Global Coronavirus,2021-05-05 09:00:00,205.0
Global Coronavirus,2021-05-05 10:00:00,197.0
Global Coronavirus,2021-05-05 11:00:00,177.0
Global Coronavirus,2021-05-05 12:00:00,154.0
Global Coronavirus,2021-05-05 13:00:00,150.0
Global Coronavirus,2021-05-05 14:00:00,137.0
Global Coronavirus,2021-05-05 15:00:00,112.0
Global Coronavirus,2021-05-05 16:00:00,152.0
Global Coronavirus,2021-05-05 17:00:00,200.0
Global Coronavirus,2021-05-05 18:00:00,228.0
Global Coronavirus,2021-05-05 19:00:00,263.0
Global Coronavirus,2021-05-05 20:00:00,323.0
Global Coronavirus,2021-05-05 21:00:00,337.0
Global Coronavirus,2021-05-05 22:00:00,285.0
Global Coronavirus,2021-05-05 23:00:00,64.0
Global Coronavirus,2021-05-06 00:00:00,41.0
Global Coronavirus,2021-05-06 01:00:00,8.0
Global Coronavirus,2021-05-06 02:00:00,8.0
Global Coronavirus,2021-05-06 03:00:00,7.0
Global Coronavirus,2021-05-06 04:00:00,4.0
Global Coronavirus,2021-05-06 05:00:00,13.0
Global Coronavirus,2021-05-06 06:00:00,79.0
Global Coronavirus,2021-05-06 07:00:00,141.0
Global Coronavirus,2021-05-06 08:00:00,115.0
Global Coronavirus,2021-05-06 09:00:00,148.0
Global Coronavirus,2021-05-06 10:00:00,126.0
Global Coronavirus,2021-05-06 11:00:00,152.0
Global Coronavirus,2021-05-06 12:00:00,126.0
Global Coronavirus,2021-05-06 13:00:00,137.0
